season,game_id,team_id,opponent_id,round,venue,result,GF,GA,xG,xGA,Poss,Formation,Opp Formation
2122,518,19453,18656,36,Home,W,4.0,0.0,2.3,0.9,42.0,3-4-3,4-2-3-1
2122,519,19453,1128631,37,Away,D,1.0,1.0,2.2,1.6,50.0,3-4-3,4-2-3-1
2122,520,19453,18747,38,Home,W,3.0,1.0,1.6,0.2,50.0,4-3-2-1,4-2-3-1
2122,489,19458,19453,01,Home,L,1.0,2.0,1.5,1.0,37.0,4-4-2,4-1-4-1
2122,521,19458,1130849,02,Away,L,0.0,2.0,0.9,2.7,35.0,4-4-2,4-3-3
2122,522,19458,1128631,03,Home,D,1.0,1.0,1.0,1.2,36.0,4-4-2,3-3-3-1
2122,523,19458,5794,04,Away,L,1.0,3.0,1.0,1.4,48.0,4-4-2,3-4-3
2122,385,19458,9617,05,Home,L,0.0,1.0,1.0,1.1,46.0,4-4-2,4-1-4-1
2122,524,19458,19481,06,Away,D,2.0,2.0,0.5,2.4,34.0,4-4-2,4-3-3
2122,525,19458,18721,07,Home,D,0.0,0.0,1.2,0.6,56.0,4-4-2,5-3-2
2122,526,19458,50602,08,Away,L,0.0,2.0,0.9,2.1,30.0,4-4-2,4-3-3
2122,527,19458,18732,09,Away,D,2.0,2.0,0.7,1.6,39.0,4-4-2,4-4-2
2122,462,19458,19571,10,Home,W,3.0,1.0,2.3,0.8,41.0,4-4-2,3-5-2
2122,528,19458,9616,11,Away,D,1.0,1.0,0.7,1.8,30.0,4-4-2,3-4-1-2
2122,529,19458,19467,12,Home,D,3.0,3.0,1.5,1.9,40.0,4-4-2,4-3-3
2122,530,19458,19500,14,Away,D,0.0,0.0,0.2,0.7,35.0,4-4-2,3-4-3
2122,531,19458,18716,15,Away,L,0.0,1.0,0.6,1.0,52.0,4-4-2,4-4-2
2122,532,19458,18747,16,Home,D,0.0,0.0,0.8,0.8,40.0,4-4-2,4-2-3-1
2122,533,19458,18656,20,Away,L,1.0,3.0,1.1,2.4,43.0,4-4-2,4-2-2-2
2122,534,19458,1128631,21,Away,L,1.0,3.0,1.0,1.9,45.0,4-4-2,3-4-3
2122,401,19458,9617,23,Away,D,0.0,0.0,0.4,1.2,25.0,4-4-2,4-1-4-1
2122,535,19458,2714,17,Home,D,0.0,0.0,0.6,0.8,53.0,4-4-2,4-4-2
2122,536,19458,18656,24,Home,D,1.0,1.0,0.4,1.8,37.0,4-4-2,4-2-3-1
2122,537,19458,1130849,25,Home,L,0.0,1.0,1.5,1.7,34.0,4-4-2,4-3-3
2122,509,19458,19453,26,Away,W,3.0,0.0,0.7,0.6,32.0,4-4-2,4-4-2
2122,538,19458,18741,13,Home,W,1.0,0.0,0.9,0.7,34.0,4-4-2,3-4-3
2122,539,19458,19467,27,Away,D,1.0,1.0,0.2,1.0,41.0,4-4-2,4-3-3
2122,540,19458,19481,22,Home,L,0.0,2.0,0.9,1.5,45.0,4-4-2,4-3-3
2122,541,19458,9616,28,Home,L,0.0,4.0,0.7,2.3,28.0,4-4-2,3-4-3
2122,479,19458,19571,29,Away,L,0.0,2.0,0.7,1.9,45.0,4-4-2,4-5-1
2122,542,19458,50602,31,Home,L,0.0,2.0,0.1,1.8,24.0,4-5-1,4-3-3
2122,543,19458,5794,19,Home,W,3.0,2.0,2.0,2.4,52.0,4-4-2,4-3-3
2122,544,19458,18721,32,Away,L,0.0,2.0,1.7,1.7,55.0,4-4-2,4-2-3-1
2122,545,19458,18747,33,Away,D,1.0,1.0,1.8,2.2,39.0,4-4-2,4-2-3-1
2122,546,19458,18732,30,Home,W,2.0,0.0,1.5,0.9,44.0,4-4-2,3-1-4-2
2122,547,19458,19500,34,Home,W,1.0,0.0,1.4,0.6,36.0,4-4-2,3-4-3
2122,548,19458,2714,35,Away,W,2.0,1.0,1.6,1.0,53.0,4-4-2,4-3-3
2122,450,19458,18711,36,Home,L,1.0,3.0,1.9,2.1,49.0,4-4-2,4-1-2-1-2
2122,549,19458,18741,37,Away,L,0.0,1.0,0.7,2.2,32.0,5-3-2,3-4-3
2122,453,19458,18711,18,Away,D,1.0,1.0,1.6,1.5,29.0,5-3-2,4-3-2-1
2122,550,19458,18716,38,Home,L,1.0,2.0,1.6,1.8,52.0,4-4-2,4-3-3
2122,551,9616,19467,01,Home,W,3.0,0.0,0.7,0.2,62.0,3-4-3,4-4-2
2122,382,9616,9617,02,Away,W,2.0,0.0,3.1,0.3,65.0,3-4-3,4-2-3-1
2122,552,9616,1130849,03,Away,D,1.0,1.0,0.6,2.5,35.0,3-4-3,4-3-3
2122,422,9616,18711,04,Home,W,3.0,0.0,1.3,1.2,57.0,3-4-3,5-3-2
2122,553,9616,18741,05,Away,W,3.0,0.0,2.1,0.5,53.0,3-4-3,4-3-2-1
2122,554,9616,50602,06,Home,L,0.0,1.0,0.2,1.7,41.0,3-5-2,4-3-3
2122,555,9616,18732,07,Home,W,3.0,1.0,3.3,1.3,62.0,3-4-3,4-4-2
2122,460,9616,19571,08,Away,W,1.0,0.0,0.3,1.4,55.0,3-5-2,3-5-2
2122,556,9616,18721,09,Home,W,7.0,0.0,3.1,0.1,62.0,3-4-3,3-5-2
2122,557,9616,18716,10,Away,W,3.0,0.0,2.2,0.2,79.0,3-4-3,5-3-2
2122,528,9616,19458,11,Home,D,1.0,1.0,1.8,0.7,70.0,3-4-1-2,4-4-2
2122,558,9616,19481,12,Away,W,3.0,0.0,2.0,0.4,61.0,3-4-3,3-4-3
2122,559,9616,18656,13,Home,D,1.0,1.0,2.7,0.9,65.0,3-4-3,4-3-1-2
2122,560,9616,2714,14,Away,W,2.0,1.0,0.9,1.0,49.0,3-4-3,4-1-4-1
2122,561,9616,18747,15,Away,L,2.0,3.0,1.1,1.8,63.0,3-4-3,3-4-3
2122,562,9616,1128631,16,Home,W,3.0,2.0,2.5,1.4,57.0,3-4-3,4-3-1-2
2122,563,9616,5794,17,Home,D,1.0,1.0,2.9,0.6,80.0,3-4-3,5-4-1
2122,564,9616,19500,18,Away,D,0.0,0.0,0.9,0.2,63.0,3-4-3,3-5-2
2122,435,9616,18711,19,Away,W,3.0,1.0,2.6,0.4,58.0,3-4-3,4-3-1-2
2122,502,9616,19453,20,Home,D,1.0,1.0,0.7,0.9,47.0,3-4-3,3-4-3
2122,565,9616,1130849,21,Home,D,2.0,2.0,1.2,1.3,54.0,3-4-3,4-3-3
2122,566,9616,50602,22,Away,L,0.0,1.0,0.3,1.0,44.0,3-4-3,4-2-3-1
2122,505,9616,19453,24,Away,D,1.0,1.0,0.7,0.7,56.0,4-2-2-2,4-1-4-1
2122,567,9616,18741,23,Home,W,2.0,0.0,1.2,0.5,64.0,4-3-3,4-4-2
2122,568,9616,19467,26,Away,W,1.0,0.0,0.9,0.5,58.0,4-3-3,4-2-3-1
2122,541,9616,19458,28,Away,W,4.0,0.0,2.3,0.7,72.0,3-4-3,4-4-2
2122,569,9616,18721,30,Away,W,3.0,1.0,1.8,1.0,66.0,3-4-3,5-3-2
2122,570,9616,18716,29,Home,W,1.0,0.0,1.1,0.3,71.0,4-3-3,5-4-1
2122,481,9616,19571,31,Home,L,1.0,4.0,1.3,1.8,70.0,4-3-3,5-3-2
2122,571,9616,18732,32,Away,W,6.0,0.0,4.2,0.5,70.0,3-4-1-2,4-4-2
2122,412,9616,9617,25,Home,L,2.0,4.0,0.7,2.0,67.0,3-4-1-2,4-2-3-1
2122,572,9616,18747,34,Home,W,1.0,0.0,3.0,0.5,66.0,3-4-1-2,3-4-3
2122,573,9616,18656,37,Away,D,1.0,1.0,1.9,0.5,64.0,3-4-1-2,4-2-3-1
2122,574,9616,5794,35,Away,L,0.0,1.0,0.8,0.8,77.0,3-4-1-2,5-4-1
2122,575,9616,19500,36,Home,D,2.0,2.0,1.7,2.0,59.0,3-4-1-2,3-5-2
2122,576,9616,1128631,33,Away,W,3.0,0.0,1.3,0.4,67.0,3-4-3,5-4-1
2122,577,9616,19481,27,Home,D,1.0,1.0,1.6,0.1,67.0,3-4-3,3-1-4-2
2122,578,9616,2714,38,Home,W,2.0,1.0,2.2,0.6,71.0,3-4-3,4-3-3
2122,551,19467,9616,01,Away,L,0.0,3.0,0.2,0.7,38.0,4-4-2,3-4-3
2122,455,19467,19571,02,Home,D,0.0,0.0,0.5,0.9,53.0,4-3-3,3-5-2
2122,579,19467,18747,03,Away,D,2.0,2.0,1.1,1.3,53.0,4-3-3,4-2-3-1
2122,580,19467,18741,04,Home,W,3.0,0.0,2.1,0.1,62.0,4-3-3,4-1-2-1-2
2122,581,19467,1130849,05,Away,L,0.0,3.0,0.6,3.1,41.0,4-3-3,4-3-3
2122,493,19467,19453,06,Home,D,1.0,1.0,1.4,0.8,47.0,4-3-3,3-4-3
2122,582,19467,19481,07,Home,D,2.0,2.0,1.5,1.2,60.0,4-3-3,4-4-2
2122,388,19467,9617,08,Away,D,2.0,2.0,0.7,1.7,46.0,4-2-3-1,4-1-4-1
2122,583,19467,18716,09,Home,D,1.0,1.0,1.9,0.3,74.0,4-3-3,5-3-2
2122,584,19467,50602,10,Away,W,2.0,0.0,0.7,0.7,32.0,4-3-3,4-3-3
2122,585,19467,19500,11,Home,W,2.0,0.0,1.9,0.3,60.0,4-3-3,3-4-3
2122,529,19467,19458,12,Away,D,3.0,3.0,1.9,1.5,60.0,4-3-3,4-4-2
2122,430,19467,18711,13,Home,L,1.0,2.0,1.0,0.5,64.0,4-2-3-1,4-3-3
2122,586,19467,1128631,14,Away,L,0.0,1.0,1.1,1.4,39.0,4-3-3,4-1-4-1
2122,587,19467,18656,15,Away,L,0.0,1.0,0.5,0.9,39.0,4-3-3,4-2-2-2
2122,588,19467,5794,16,Home,W,3.0,1.0,1.8,1.0,61.0,4-3-3,4-1-4-1
2122,589,19467,18732,17,Home,D,2.0,2.0,1.2,0.6,59.0,4-3-3,4-4-2
2122,590,19467,18741,19,Away,L,0.0,3.0,0.2,2.3,40.0,4-3-3,3-4-3
2122,591,19467,18721,20,Home,W,3.0,0.0,1.9,0.9,51.0,4-3-3,4-2-3-1
2122,592,19467,18747,21,Home,L,2.0,3.0,2.4,2.2,62.0,4-3-3,4-2-3-1
2122,504,19467,19453,22,Away,D,1.0,1.0,0.2,2.0,37.0,4-3-3,4-1-2-1-2
2122,593,19467,1130849,23,Home,L,1.0,3.0,2.2,1.9,43.0,4-3-3,4-3-3
2122,594,19467,18721,24,Away,D,1.0,1.0,1.3,0.4,70.0,4-3-3,4-4-2
2122,476,19467,19571,25,Away,D,0.0,0.0,0.3,1.6,58.0,4-3-3,3-5-2
2122,568,19467,9616,26,Home,L,0.0,1.0,0.5,0.9,42.0,4-2-3-1,4-3-3
2122,595,19467,2714,18,Away,W,4.0,1.0,1.1,1.4,54.0,4-3-3,4-3-3
2122,539,19467,19458,27,Home,D,1.0,1.0,1.0,0.2,59.0,4-3-3,4-4-2
2122,596,19467,19500,28,Away,W,2.0,0.0,2.7,0.7,37.0,4-2-3-1,3-4-3
2122,597,19467,50602,29,Home,D,0.0,0.0,0.6,2.8,27.0,4-3-3,4-3-3
2122,409,19467,9617,31,Home,W,3.0,0.0,1.5,0.8,32.0,4-2-3-1,4-2-3-1
2122,598,19467,19481,32,Away,L,1.0,2.0,1.4,1.0,49.0,4-2-3-1,4-2-3-1
2122,599,19467,18716,30,Away,L,0.0,1.0,0.5,0.9,63.0,4-2-3-1,4-3-3
2122,600,19467,1128631,34,Home,D,0.0,0.0,1.9,0.5,53.0,4-3-3,4-2-3-1
2122,601,19467,18732,35,Away,W,2.0,1.0,1.1,0.6,62.0,4-3-3,4-4-2
2122,602,19467,2714,36,Home,W,1.0,0.0,2.2,0.4,67.0,4-3-3,4-3-3
2122,452,19467,18711,37,Away,D,1.0,1.0,1.4,1.0,51.0,5-3-2,4-3-1-2
2122,603,19467,5794,33,Away,L,2.0,3.0,1.1,0.8,57.0,4-3-3,3-4-3
2122,604,19467,18656,38,Home,W,1.0,0.0,0.6,0.7,39.0,4-3-3,4-2-3-1
2122,605,5794,18732,01,Home,W,3.0,1.0,2.4,0.8,48.0,4-2-3-1,4-4-2
2122,606,5794,1128631,02,Away,D,2.0,2.0,1.8,1.2,31.0,4-4-1-1,3-3-3-1
2122,491,5794,19453,03,Away,W,2.0,0.0,1.4,0.7,35.0,4-4-1-1,3-4-3
2122,523,5794,19458,04,Home,W,3.0,1.0,1.4,1.0,52.0,3-4-3,4-4-2
2122,423,5794,18711,05,Away,L,0.0,3.0,0.7,0.8,45.0,4-4-1-1,5-3-2
2122,607,5794,18721,06,Home,W,2.0,0.0,1.9,0.5,47.0,4-4-1-1,5-3-2
2122,608,5794,18656,07,Away,D,1.0,1.0,1.3,1.0,28.0,4-4-1-1,4-2-3-1
2122,609,5794,18747,08,Home,L,0.0,1.0,0.9,1.2,39.0,4-4-1-1,4-2-3-1
2122,610,5794,2714,09,Home,L,2.0,5.0,1.5,3.7,49.0,4-4-1-1,4-1-4-1
2122,611,5794,19500,10,Away,L,1.0,2.0,1.5,1.7,39.0,4-4-2,3-4-3
2122,612,5794,18741,11,Home,D,0.0,0.0,0.6,0.7,45.0,4-4-1-1,3-4-3
2122,613,5794,50602,12,Away,L,0.0,3.0,0.2,2.5,23.0,4-4-1-1,4-3-3
2122,465,5794,19571,13,Away,L,0.0,1.0,1.0,1.2,60.0,4-4-1-1,3-5-2
2122,614,5794,1130849,14,Home,L,1.0,4.0,0.7,2.4,33.0,4-4-2,4-3-3
2122,395,5794,9617,15,Home,W,2.0,1.0,0.9,1.0,37.0,4-4-1-1,4-2-3-1
2122,588,5794,19467,16,Away,L,1.0,3.0,1.0,1.8,39.0,4-1-4-1,4-3-3
2122,563,5794,9616,17,Away,D,1.0,1.0,0.6,2.9,20.0,5-4-1,3-4-3
2122,503,5794,19453,21,Home,L,2.0,3.0,1.6,1.7,50.0,5-4-1,4-4-2
2122,615,5794,18721,22,Away,L,1.0,2.0,0.6,1.0,59.0,4-4-2,4-4-2
2122,438,5794,18711,23,Home,L,0.0,1.0,1.6,0.8,50.0,4-4-2,4-3-3
2122,616,5794,18716,24,Away,L,1.0,3.0,0.7,1.9,60.0,3-4-3,4-3-3
2122,617,5794,1128631,25,Home,W,3.0,0.0,2.7,0.3,42.0,4-4-2,3-3-3-1
2122,618,5794,18732,26,Away,L,0.0,2.0,0.3,2.5,45.0,4-4-2,4-4-2
2122,619,5794,50602,27,Home,L,0.0,1.0,0.5,1.8,33.0,4-3-3,4-3-3
2122,620,5794,18741,28,Away,L,0.0,5.0,0.2,2.5,45.0,4-2-3-1,3-4-3
2122,621,5794,19500,29,Home,L,0.0,1.0,0.4,0.8,39.0,3-4-3,3-5-2
2122,622,5794,18716,20,Home,W,1.0,0.0,0.7,0.9,39.0,4-2-3-1,4-3-3
2122,623,5794,18747,31,Away,L,1.0,2.0,0.7,1.2,45.0,4-3-3,4-2-3-1
2122,543,5794,19458,19,Away,L,2.0,3.0,2.4,2.0,48.0,4-3-3,4-4-2
2122,624,5794,18656,32,Home,W,1.0,0.0,0.4,0.8,33.0,4-3-3,4-2-3-1
2122,625,5794,19481,18,Home,D,1.0,1.0,1.8,0.9,37.0,4-3-3,4-2-3-1
2122,626,5794,1130849,34,Away,L,0.0,2.0,0.4,1.7,18.0,4-3-3,4-3-3
2122,574,5794,9616,35,Home,W,1.0,0.0,0.8,0.8,23.0,5-4-1,3-4-1-2
2122,627,5794,19481,36,Away,W,2.0,1.0,1.1,1.5,34.0,5-4-1,3-1-4-2
2122,628,5794,2714,30,Away,D,0.0,0.0,0.7,0.3,52.0,5-4-1,4-3-3
2122,487,5794,19571,37,Home,L,2.0,3.0,2.1,1.4,28.0,3-4-3,4-3-3
2122,603,5794,19467,33,Home,W,3.0,2.0,0.8,1.1,43.0,3-4-3,4-3-3
2122,418,5794,9617,38,Away,L,1.0,5.0,1.1,4.2,27.0,5-4-1,4-2-3-1
2122,629,1128631,18656,01,Away,L,1.0,5.0,0.5,1.5,51.0,4-1-4-1,4-2-3-1
2122,606,1128631,5794,02,Home,D,2.0,2.0,1.2,1.8,69.0,3-3-3-1,4-4-1-1
2122,522,1128631,19458,03,Away,D,1.0,1.0,1.2,1.0,64.0,3-3-3-1,4-4-2
2122,630,1128631,1130849,04,Home,L,0.0,3.0,1.2,4.3,44.0,4-1-4-1,4-3-3
2122,631,1128631,18716,05,Away,D,1.0,1.0,1.5,1.3,65.0,4-1-4-1,5-4-1
2122,632,1128631,18747,06,Home,L,1.0,2.0,1.2,1.6,53.0,4-1-4-1,4-2-3-1
2122,633,1128631,2714,07,Home,W,1.0,0.0,1.3,0.2,66.0,4-1-4-1,4-2-3-1
2122,634,1128631,18732,08,Away,L,0.0,1.0,0.2,1.9,54.0,3-3-3-1,4-4-2
2122,635,1128631,19500,09,Home,D,1.0,1.0,1.6,0.9,62.0,4-4-1-1,3-4-3
2122,636,1128631,18721,10,Away,W,2.0,1.0,0.7,0.8,52.0,3-3-3-1,4-4-2
2122,637,1128631,19481,11,Home,D,1.0,1.0,1.3,0.7,56.0,4-2-3-1,4-3-3
2122,638,1128631,18741,12,Away,L,1.0,2.0,1.4,2.1,57.0,3-3-3-1,3-4-3
2122,498,1128631,19453,13,Away,D,0.0,0.0,0.6,2.1,43.0,4-2-3-1,4-2-3-1
2122,586,1128631,19467,14,Home,W,1.0,0.0,1.4,1.1,61.0,4-1-4-1,4-3-3
2122,467,1128631,19571,15,Home,D,2.0,2.0,1.2,1.0,63.0,3-4-3,3-5-2
2122,562,1128631,9616,16,Away,L,2.0,3.0,1.4,2.5,43.0,4-3-1-2,3-4-3
2122,639,1128631,50602,17,Away,L,0.0,7.0,0.3,3.1,37.0,4-2-3-1,4-2-3-1
2122,398,1128631,9617,18,Home,L,1.0,4.0,1.6,3.5,51.0,4-2-3-1,4-2-3-1
2122,534,1128631,19458,21,Home,W,3.0,1.0,1.9,1.0,55.0,3-4-3,4-4-2
2122,640,1128631,18747,22,Away,W,3.0,2.0,2.2,2.4,52.0,4-1-4-1,4-2-3-1
2122,641,1128631,18716,23,Home,L,0.0,1.0,0.7,0.9,62.0,4-2-3-1,4-3-3
2122,439,1128631,18711,24,Away,D,3.0,3.0,1.8,1.6,60.0,4-2-3-1,4-3-3
2122,617,1128631,5794,25,Away,L,0.0,3.0,0.3,2.7,58.0,3-3-3-1,4-4-2
2122,642,1128631,18656,26,Home,L,2.0,4.0,1.8,2.2,54.0,4-2-3-1,4-2-3-1
2122,643,1128631,1130849,19,Away,L,0.0,6.0,0.2,5.9,37.0,4-1-4-1,4-3-3
2122,644,1128631,18741,27,Home,L,0.0,4.0,1.5,1.9,50.0,4-1-4-1,3-4-3
2122,645,1128631,19481,28,Away,L,0.0,1.0,1.7,0.4,49.0,4-2-3-1,4-3-3
2122,444,1128631,18711,20,Home,L,0.0,3.0,0.2,1.5,51.0,4-2-3-1,4-3-1-2
2122,646,1128631,18721,29,Home,W,2.0,1.0,2.5,1.5,52.0,4-2-3-1,4-3-3
2122,647,1128631,19500,30,Away,W,3.0,2.0,2.0,1.2,52.0,4-2-3-1,3-4-3
2122,648,1128631,18732,31,Home,D,1.0,1.0,1.2,1.4,56.0,4-2-3-1,4-3-1-2
2122,649,1128631,2714,32,Away,W,3.0,0.0,0.7,1.1,51.0,4-2-3-1,4-3-3
2122,600,1128631,19467,34,Away,D,0.0,0.0,0.5,1.9,47.0,4-2-3-1,4-3-3
2122,650,1128631,50602,35,Home,L,0.0,4.0,1.3,2.4,42.0,5-4-1,4-2-3-1
2122,415,1128631,9617,36,Away,L,1.0,2.0,0.3,2.0,36.0,4-2-3-1,4-2-3-1
2122,576,1128631,9616,33,Home,L,0.0,3.0,0.4,1.3,33.0,5-4-1,3-4-3
2122,519,1128631,19453,37,Home,D,1.0,1.0,1.6,2.2,50.0,4-2-3-1,3-4-3
2122,488,1128631,19571,38,Away,W,2.0,1.0,1.3,0.8,51.0,4-4-1-1,4-3-3
2122,651,19481,19500,01,Home,W,1.0,0.0,0.5,1.3,56.0,4-2-3-1,3-4-3
2122,652,19481,18747,02,Away,L,1.0,4.0,0.6,2.3,48.0,4-2-3-1,4-2-3-1
2122,653,19481,18721,03,Away,W,2.0,1.0,1.5,1.5,55.0,4-4-2,4-3-3
2122,654,19481,50602,04,Home,L,0.0,1.0,0.6,2.8,39.0,4-2-3-1,4-3-3
2122,492,19481,19453,05,Away,L,1.0,2.0,1.6,1.7,63.0,4-3-3,4-4-2
2122,524,19481,19458,06,Home,D,2.0,2.0,2.4,0.5,66.0,4-3-3,4-4-2
2122,582,19481,19467,07,Away,D,2.0,2.0,1.2,1.5,40.0,4-4-2,4-3-3
2122,655,19481,18656,08,Home,W,4.0,2.0,2.4,1.2,49.0,3-4-1-2,4-2-3-1
2122,461,19481,19571,09,Away,W,2.0,1.0,1.5,1.0,46.0,3-4-1-2,3-5-2
2122,390,19481,9617,10,Home,L,0.0,2.0,1.3,0.7,64.0,3-4-1-2,4-4-1-1
2122,637,19481,1128631,11,Away,D,1.0,1.0,0.7,1.3,44.0,4-3-3,4-2-3-1
2122,558,19481,9616,12,Home,L,0.0,3.0,0.4,2.0,39.0,3-4-3,3-4-3
2122,656,19481,2714,13,Home,W,4.0,2.0,2.1,2.8,56.0,4-2-3-1,4-1-4-1
2122,657,19481,18732,14,Away,D,2.0,2.0,1.5,1.5,55.0,4-2-3-1,4-4-2
2122,432,19481,18711,15,Away,L,1.0,2.0,1.1,2.1,59.0,4-2-3-1,4-3-3
2122,658,19481,18716,16,Home,W,4.0,0.0,2.6,1.0,47.0,4-2-3-1,4-4-2
2122,659,19481,50602,19,Away,L,3.0,6.0,2.7,3.6,28.0,4-4-1-1,4-3-3
2122,660,19481,1130849,20,Home,W,1.0,0.0,0.4,2.3,37.0,4-3-1-2,4-3-3
2122,661,19481,18741,17,Home,L,2.0,3.0,1.2,3.1,49.0,3-5-2,3-5-2
2122,506,19481,19453,23,Home,D,1.0,1.0,1.4,1.1,44.0,4-2-3-1,4-1-2-1-2
2122,662,19481,1130849,24,Away,L,0.0,2.0,0.5,1.8,36.0,4-2-3-1,4-3-3
2122,663,19481,18747,25,Home,D,2.0,2.0,1.4,1.1,55.0,4-3-3,4-2-3-1
2122,664,19481,19500,26,Away,L,1.0,2.0,1.7,0.5,63.0,4-3-3,3-5-2
2122,540,19481,19458,22,Away,W,2.0,0.0,1.5,0.9,55.0,4-3-3,4-4-2
2122,645,19481,1128631,28,Home,W,1.0,0.0,0.4,1.7,51.0,4-3-3,4-2-3-1
2122,406,19481,9617,29,Away,L,0.0,2.0,0.4,2.4,54.0,4-2-3-1,4-2-3-1
2122,480,19481,19571,30,Home,W,2.0,1.0,1.0,1.3,52.0,4-2-3-1,4-5-1
2122,665,19481,18656,31,Away,D,1.0,1.0,0.8,0.9,46.0,4-2-3-1,4-2-3-1
2122,598,19481,19467,32,Home,W,2.0,1.0,1.0,1.4,51.0,4-2-3-1,4-2-3-1
2122,666,19481,18716,33,Away,L,1.0,2.0,0.6,1.8,68.0,4-1-4-1,4-3-3
2122,625,19481,5794,18,Away,D,1.0,1.0,0.9,1.8,63.0,4-2-3-1,4-3-3
2122,448,19481,18711,34,Home,D,0.0,0.0,0.3,0.9,64.0,4-1-4-1,4-3-2-1
2122,667,19481,18741,35,Away,L,1.0,3.0,0.5,1.2,60.0,3-5-2,3-4-3
2122,627,19481,5794,36,Home,L,1.0,2.0,1.5,1.1,66.0,3-1-4-2,5-4-1
2122,668,19481,18721,21,Home,W,3.0,0.0,2.0,1.1,65.0,4-2-3-1,4-1-4-1
2122,669,19481,2714,37,Away,W,5.0,1.0,2.5,1.4,59.0,4-1-4-1,4-3-3
2122,577,19481,9616,27,Away,D,1.0,1.0,0.1,1.6,33.0,3-1-4-2,3-4-3
2122,670,19481,18732,38,Home,W,4.0,1.0,3.4,1.1,51.0,4-2-3-1,4-4-2
2122,671,1130849,18721,01,Away,W,3.0,0.0,1.6,1.4,50.0,4-3-3,4-3-3
2122,521,1130849,19458,02,Home,W,2.0,0.0,2.7,0.9,65.0,4-3-3,4-4-2
2122,552,1130849,9616,03,Home,D,1.0,1.0,2.5,0.6,65.0,4-3-3,3-4-3
2122,630,1130849,1128631,04,Away,W,3.0,0.0,4.3,1.2,56.0,4-3-3,4-1-4-1
2122,581,1130849,19467,05,Home,W,3.0,0.0,3.1,0.6,59.0,4-3-3,4-3-3
2122,458,1130849,19571,06,Away,D,3.0,3.0,2.8,2.1,67.0,4-3-3,3-5-2
2122,672,1130849,50602,07,Home,D,2.0,2.0,0.9,1.2,49.0,4-3-3,4-3-3
2122,673,1130849,2714,08,Away,W,5.0,0.0,3.3,0.5,75.0,4-3-3,5-4-1
2122,674,1130849,18656,09,Away,W,5.0,0.0,3.4,1.6,62.0,4-3-3,4-2-3-1
2122,496,1130849,19453,10,Home,D,2.0,2.0,1.5,1.0,58.0,4-3-3,4-2-3-1
2122,675,1130849,18747,11,Away,L,2.0,3.0,1.2,1.0,69.0,4-3-3,4-2-3-1
2122,392,1130849,9617,12,Home,W,4.0,0.0,4.3,0.4,62.0,4-3-3,4-4-1-1
2122,676,1130849,18732,13,Home,W,4.0,0.0,2.9,1.0,64.0,4-3-3,3-4-3
2122,614,1130849,5794,14,Away,W,4.0,1.0,2.4,0.7,67.0,4-3-3,4-4-2
2122,677,1130849,19500,15,Away,W,1.0,0.0,2.7,0.1,66.0,4-3-3,3-4-3
2122,433,1130849,18711,16,Home,W,1.0,0.0,2.2,0.2,62.0,4-3-3,4-3-3
2122,678,1130849,18716,17,Home,W,3.0,1.0,2.7,0.3,74.0,4-3-3,4-5-1
2122,679,1130849,18741,18,Away,D,2.0,2.0,1.1,3.0,56.0,4-3-3,5-3-2
2122,660,1130849,19481,20,Away,L,0.0,1.0,2.3,0.4,63.0,4-3-3,4-3-1-2
2122,565,1130849,9616,21,Away,D,2.0,2.0,1.3,1.2,46.0,4-3-3,3-4-3
2122,472,1130849,19571,22,Home,W,3.0,0.0,2.7,0.7,68.0,4-3-3,3-5-2
2122,593,1130849,19467,23,Away,W,3.0,1.0,1.9,2.2,57.0,4-3-3,4-3-3
2122,662,1130849,19481,24,Home,W,2.0,0.0,1.8,0.5,64.0,4-3-3,4-2-3-1
2122,537,1130849,19458,25,Away,W,1.0,0.0,1.7,1.5,66.0,4-3-3,4-4-2
2122,680,1130849,18721,26,Home,W,3.0,1.0,3.6,0.6,69.0,4-3-3,4-3-3
2122,643,1130849,1128631,19,Home,W,6.0,0.0,5.9,0.2,63.0,4-3-3,4-1-4-1
2122,681,1130849,18747,28,Home,W,1.0,0.0,2.4,1.3,68.0,4-3-3,4-4-2
2122,511,1130849,19453,29,Away,W,2.0,0.0,2.2,0.5,48.0,4-3-3,4-2-3-1
2122,407,1130849,9617,27,Away,W,2.0,0.0,0.8,0.5,51.0,4-3-3,4-2-3-1
2122,682,1130849,2714,31,Home,W,2.0,0.0,2.2,0.6,73.0,4-3-3,4-1-4-1
2122,683,1130849,50602,32,Away,D,2.0,2.0,1.3,1.3,45.0,4-3-3,4-2-3-1
2122,684,1130849,18656,30,Home,W,4.0,0.0,2.0,0.1,71.0,4-3-3,3-4-3
2122,626,1130849,5794,34,Home,W,2.0,0.0,1.7,0.4,82.0,4-3-3,4-3-3
2122,685,1130849,18716,35,Away,W,1.0,0.0,2.3,0.2,64.0,4-3-3,4-3-3
2122,686,1130849,18741,36,Home,D,1.0,1.0,1.3,0.9,64.0,4-3-3,3-4-3
2122,451,1130849,18711,33,Away,W,2.0,1.0,1.8,1.4,60.0,4-3-3,4-3-1-2
2122,687,1130849,18732,37,Away,W,2.0,1.0,1.3,0.1,70.0,4-3-3,5-4-1
2122,688,1130849,19500,38,Home,W,3.0,1.0,2.7,1.3,63.0,4-3-3,3-5-2
